0	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000066621	5	144955310	144984484	-	protein_coding	Tecpr1
ENSMUSG00000014075	16	32419787	32429185	+	protein_coding	Tctex1d2
ENSMUSG00000048621	X	106392094	106395778	+	protein_coding	Gm6377
ENSMUSG00000092048	10	129854827	129866668	-	protein_coding	Vmn2r85
ENSMUSG00000107035	NA	NA	NA	NA	NA	NA
ENSMUSG00000015957	7	105983621	106003705	+	protein_coding	Wnt11
ENSMUSG00000031845	8	119619753	119657397	+	protein_coding	Bcmo1
ENSMUSG00000030000	6	86028077	86069549	+	protein_coding	Add2
ENSMUSG00000089694	6	85656720	85663199	-	protein_coding	Gm4477
ENSMUSG00000020695	11	105153956	105212453	+	protein_coding	Mrc2
ENSMUSG00000040856	12	110691032	110701546	+	protein_coding	Dlk1
ENSMUSG00000081111	8	99951129	99953079	-	pseudogene	Gm5913
ENSMUSG00000097586	NA	NA	NA	NA	NA	NA
ENSMUSG00000040808	X	159399923	159402531	-	protein_coding	S100g
ENSMUSG00000076499	6	41507689	41508370	-	IG_V_gene	Trbv31
ENSMUSG00000054728	13	42775991	43233895	+	protein_coding	Phactr1
ENSMUSG00000024462	17	37182910	37212012	+	protein_coding	Gabbr1
ENSMUSG00000042734	12	82732355	82765928	+	protein_coding	Ttc9
ENSMUSG00000081619	2	18100655	18101069	-	pseudogene	Gm13351
ENSMUSG00000061455	4	48137786	48199379	+	protein_coding	Stx17
ENSMUSG00000024248	17	83901258	83913673	-	protein_coding	Cox7a2l
ENSMUSG00000089817	17	13012684	13013708	-	pseudogene	Gm7162
ENSMUSG00000039087	13	37870268	38043871	+	protein_coding	Rreb1
ENSMUSG00000027257	2	91096110	91104836	+	protein_coding	Pacsin3
ENSMUSG00000026840	2	31742810	31802059	+	protein_coding	Lamc3
ENSMUSG00000056656	15	77578228	77585678	-	protein_coding	Apol8
ENSMUSG00000022181	15	4677174	4765456	+	protein_coding	C6
ENSMUSG00000043940	5	102261971	102498940	-	protein_coding	Wdfy3
ENSMUSG00000078942	13	101051075	101087629	-	protein_coding	Naip6
ENSMUSG00000025006	19	40369538	40588269	-	protein_coding	Sorbs1
ENSMUSG00000109176	NA	NA	NA	NA	NA	NA
ENSMUSG00000079359	12	108851209	108852050	+	pseudogene	Gm9006
ENSMUSG00000026399	1	132335603	132359321	-	protein_coding	Cd55
ENSMUSG00000055541	7	3958674	4014806	-	protein_coding	Lair1
ENSMUSG00000038528	10	39677866	39706452	-	protein_coding	BC021785
ENSMUSG00000062488	19	34682420	34687891	+	protein_coding	I830012O16Rik
ENSMUSG00000031543	8	24085315	24260969	+	protein_coding	Ank1
ENSMUSG00000037716	9	57876483	57966630	-	protein_coding	Ccdc33
ENSMUSG00000013160	8	108048364	108089947	-	protein_coding	Atp6v0d1
ENSMUSG00000011486	17	57172195	57181077	-	protein_coding	Slc25a41
ENSMUSG00000041431	13	101548604	101556525	-	protein_coding	Ccnb1
ENSMUSG00000038463	1	172574662	172612920	+	protein_coding	Olfml2b
ENSMUSG00000032086	9	45646662	45672482	+	protein_coding	Bace1
ENSMUSG00000021194	12	103793178	103803237	+	protein_coding	Chga
ENSMUSG00000046562	5	115572558	115584984	-	protein_coding	Unc119b
ENSMUSG00000026181	16	16896561	16927457	+	protein_coding	Ppm1f
ENSMUSG00000026600	1	158358238	158404459	-	protein_coding	Soat1
ENSMUSG00000095704	NA	NA	NA	NA	NA	NA
ENSMUSG00000005800	9	7558428	7568486	+	protein_coding	Mmp8
ENSMUSG00000001774	9	18096710	18118444	+	protein_coding	Chordc1
ENSMUSG00000026259	1	89373408	89470445	-	protein_coding	Ngef
ENSMUSG00000056962	11	116698745	116704763	-	protein_coding	Jmjd6
ENSMUSG00000032002	9	7184565	7207031	+	protein_coding	Dcun1d5
ENSMUSG00000024425	18	38578628	38624053	+	protein_coding	Ndfip1
ENSMUSG00000006386	4	94405979	94541667	+	protein_coding	Tek
ENSMUSG00000070880	2	70391128	70440071	+	protein_coding	Gad1
ENSMUSG00000090602	9	16834488	16835343	+	protein_coding	Gm5611
ENSMUSG00000030032	6	83099354	83106391	-	protein_coding	Wdr54
ENSMUSG00000026432	1	133495815	133508577	+	protein_coding	Avpr1b
ENSMUSG00000049539	13	23855536	23856283	+	protein_coding	Hist1h1a
ENSMUSG00000079884	9	33535830	33536436	+	pseudogene	Gm10698
ENSMUSG00000038733	1	183103358	183142109	-	protein_coding	Wdr26
ENSMUSG00000061852	1	85024528	85038533	-	pseudogene	Gm7582
ENSMUSG00000032177	9	20970157	21017692	+	protein_coding	Pde4a
ENSMUSG00000030403	7	19842277	19857166	-	protein_coding	Vasp
ENSMUSG00000098650	NA	NA	NA	NA	NA	NA
ENSMUSG00000107705	NA	NA	NA	NA	NA	NA
ENSMUSG00000040140	17	43752283	43767248	-	protein_coding	Tdrd6
ENSMUSG00000100621	NA	NA	NA	NA	NA	NA
ENSMUSG00000083282	19	4855128	4860912	+	protein_coding	Ctsf
ENSMUSG00000086513	7	112972736	112980029	-	pseudogene	9130208D14Rik
ENSMUSG00000074807	2	128792328	128793461	-	protein_coding	Gm10762
ENSMUSG00000002808	13	19683577	19711699	-	protein_coding	Epdr1
ENSMUSG00000020669	12	31596532	31645027	+	protein_coding	Sh3yl1
ENSMUSG00000030352	6	127911413	128093612	-	protein_coding	Tspan9
ENSMUSG00000094501	NA	NA	NA	NA	NA	NA
ENSMUSG00000028826	4	134358673	134409260	-	protein_coding	Tmem57
ENSMUSG00000012422	13	90228727	90283512	+	protein_coding	Tmem167
ENSMUSG00000028031	3	131748255	131843257	+	protein_coding	Dkk2
ENSMUSG00000102752	NA	NA	NA	NA	NA	NA
ENSMUSG00000039007	15	33012883	33524307	+	protein_coding	Pgcp
ENSMUSG00000040280	10	126951994	126954208	+	protein_coding	Ndufa4l2
ENSMUSG00000022070	14	99445645	99473756	+	protein_coding	6720463M24Rik
ENSMUSG00000107968	NA	NA	NA	NA	NA	NA
ENSMUSG00000091998	8	84351561	84353174	+	pseudogene	Gm17072
ENSMUSG00000026922	2	26448576	26459937	-	protein_coding	Agpat2
ENSMUSG00000028199	3	154259674	154286146	+	protein_coding	Cryz
ENSMUSG00000055430	6	58855227	58857120	-	protein_coding	Nap1l5
ENSMUSG00000048755	15	83377226	83386141	-	protein_coding	Mcat
ENSMUSG00000058809	11	41312177	41314411	+	pseudogene	Gm12141
ENSMUSG00000041025	4	139086462	139176297	+	protein_coding	Iffo2
ENSMUSG00000082596	2	155024367	155024996	-	pseudogene	Gm14227
ENSMUSG00000096188	NA	NA	NA	NA	NA	NA
ENSMUSG00000029468	5	123093919	123141441	+	protein_coding	P2rx7
ENSMUSG00000027273	2	136539188	136608164	+	protein_coding	Snap25
ENSMUSG00000026285	1	95934883	95949130	-	protein_coding	Pdcd1
ENSMUSG00000057666	6	125111870	125116485	-	protein_coding	Gapdh
ENSMUSG00000029633	6	112555537	112556773	+	pseudogene	Gm5578
ENSMUSG00000001741	7	90791357	90894236	-	protein_coding	Il16
ENSMUSG00000041073	11	6497825	6506056	-	protein_coding	Nacad
ENSMUSG00000033409	8	116167112	116179433	+	protein_coding	Syce1l
ENSMUSG00000069308	13	21879329	21881082	+	protein_coding	Hist1h2bp
ENSMUSG00000020061	10	87981023	88067897	-	protein_coding	Mybpc1
ENSMUSG00000023074	X	50697774	50723679	-	protein_coding	Mospd1
ENSMUSG00000032997	1	75471143	75476046	-	protein_coding	Chpf
ENSMUSG00000030217	6	136796971	136806254	-	protein_coding	Art4
ENSMUSG00000041859	1	20793054	20810359	-	protein_coding	Mcm3
ENSMUSG00000039599	14	21167383	21202711	+	protein_coding	Fam149b
ENSMUSG00000069302	13	22126981	22127512	-	protein_coding	Hist1h2ah
ENSMUSG00000094796	NA	NA	NA	NA	NA	NA
ENSMUSG00000083219	4	79649892	79651035	+	pseudogene	Gm11410
ENSMUSG00000027615	3	19895944	19935315	-	protein_coding	Hps3
ENSMUSG00000055717	14	104049444	104104124	+	protein_coding	Slain1
ENSMUSG00000059734	19	3908869	3912717	-	protein_coding	Ndufs8
ENSMUSG00000027692	3	28162135	28574780	+	protein_coding	Tnik
ENSMUSG00000096237	NA	NA	NA	NA	NA	NA
ENSMUSG00000054452	10	81022238	81029107	+	protein_coding	Aes
ENSMUSG00000056290	19	11518042	11538039	+	protein_coding	Ms4a4b
ENSMUSG00000060600	11	70470703	70476015	+	protein_coding	Eno3
ENSMUSG00000020639	12	4776100	4785072	+	protein_coding	Pfn4
ENSMUSG00000021974	14	58689383	58731174	+	protein_coding	Fgf9
ENSMUSG00000078945	13	100914017	100972047	-	protein_coding	Naip2
ENSMUSG00000013483	11	119169081	119206689	+	protein_coding	Card14
ENSMUSG00000058571	14	117324518	118378751	+	protein_coding	Gpc6
ENSMUSG00000055980	1	82229675	82287991	-	protein_coding	Irs1
ENSMUSG00000063919	5	116889280	117041826	-	protein_coding	Srrm4
ENSMUSG00000050700	2	160732172	160738064	-	protein_coding	Emilin3
ENSMUSG00000015305	10	8442016	8605868	-	protein_coding	Sash1
ENSMUSG00000075327	10	5958432	5979467	+	protein_coding	Zbtb2
ENSMUSG00000029390	5	124990703	125000515	+	protein_coding	Tmed2
ENSMUSG00000015889	10	92916140	92947641	+	protein_coding	Lta4h
ENSMUSG00000029503	5	110768830	110772168	-	protein_coding	P2rx2
ENSMUSG00000030870	7	129210688	129225708	+	protein_coding	Ubfd1
ENSMUSG00000030605	7	86278654	86293946	-	protein_coding	Mfge8
ENSMUSG00000020653	12	25336235	25347639	+	protein_coding	Klf11
ENSMUSG00000022589	15	74681439	74686748	-	protein_coding	Cyp11b2
ENSMUSG00000054792	9	110328430	110379198	-	protein_coding	Klhl18
ENSMUSG00000052151	10	78989174	78996532	-	protein_coding	Ppap2c
ENSMUSG00000005374	5	135625526	135639743	+	protein_coding	Tbl2
ENSMUSG00000069925	8	107319136	107322692	+	pseudogene	4932416K20Rik
ENSMUSG00000103735	NA	NA	NA	NA	NA	NA
ENSMUSG00000075595	11	95573986	95696429	+	protein_coding	Zfp652
ENSMUSG00000060470	8	97541591	97569147	+	protein_coding	Gpr97
ENSMUSG00000027344	2	118030623	118082702	-	protein_coding	Fsip1
ENSMUSG00000040681	16	96342224	96349336	-	protein_coding	Hmgn1
ENSMUSG00000025781	2	9977642	10002137	-	protein_coding	Atp5c1
ENSMUSG00000026113	1	37356709	37467581	+	protein_coding	Inpp4a
ENSMUSG00000106610	NA	NA	NA	NA	NA	NA
ENSMUSG00000004032	3	107698738	107701604	+	protein_coding	Gstm5
ENSMUSG00000071176	8	14911662	15001085	+	protein_coding	Arhgef10
ENSMUSG00000015806	5	45825270	45841474	-	protein_coding	Qdpr
ENSMUSG00000062478	4	141394153	141402274	-	protein_coding	Ctrc
ENSMUSG00000040441	10	126608448	126617701	-	protein_coding	Slc26a10
ENSMUSG00000051985	1	137850154	137902919	-	protein_coding	Igfn1
ENSMUSG00000025192	19	43764161	43808187	+	protein_coding	Entpd7
ENSMUSG00000037705	9	42137701	42208012	-	protein_coding	Tecta
ENSMUSG00000047013	6	85419567	85452988	-	protein_coding	Fbxo41
ENSMUSG00000032028	9	48126088	48161537	-	protein_coding	Fam55b
ENSMUSG00000022122	14	104213841	104243390	-	protein_coding	Ednrb
ENSMUSG00000016252	2	174286572	174289606	-	protein_coding	Atp5e
ENSMUSG00000037974	7	148974876	149005136	+	protein_coding	Muc5ac
ENSMUSG00000000861	11	23978055	24074123	+	protein_coding	Bcl11a
ENSMUSG00000030865	7	129363009	129366338	+	protein_coding	2010110P09Rik
ENSMUSG00000031780	8	97334352	97335935	+	protein_coding	Ccl17
ENSMUSG00000049988	8	73140742	73144749	+	protein_coding	Lrrc25
ENSMUSG00000035212	4	101320322	101331969	+	protein_coding	Leprot
ENSMUSG00000034987	13	54287497	54317801	+	protein_coding	Hrh2
ENSMUSG00000089978	14	27194763	27195658	-	pseudogene	Gm16245
ENSMUSG00000028175	3	159158396	159192919	+	protein_coding	Depdc1a
ENSMUSG00000020227	10	119578703	119639186	-	protein_coding	Irak3
ENSMUSG00000037434	1	193730645	193737126	+	protein_coding	Slc30a1
ENSMUSG00000090659	13	67880629	67890019	+	protein_coding	Zfp493
ENSMUSG00000098111	NA	NA	NA	NA	NA	NA
ENSMUSG00000083033	X	19816594	19817413	+	pseudogene	Gm9083
ENSMUSG00000095683	NA	NA	NA	NA	NA	NA
ENSMUSG00000095976	NA	NA	NA	NA	NA	NA
ENSMUSG00000034614	11	3230403	3242974	+	protein_coding	Pik3ip1
ENSMUSG00000020609	12	7984453	8023641	+	protein_coding	Apob
ENSMUSG00000022372	15	66612380	66663391	-	protein_coding	Sla
ENSMUSG00000036992	2	148498336	148501763	+	protein_coding	Nxt1
ENSMUSG00000071552	16	43648973	43664297	-	protein_coding	Tigit
ENSMUSG00000089862	6	8209287	8547480	+	protein_coding	Gm16039
ENSMUSG00000035382	9	45714651	45737775	+	protein_coding	Pcsk7
ENSMUSG00000028195	3	145309934	145312949	-	protein_coding	Cyr61
ENSMUSG00000038206	8	59029886	59071190	+	protein_coding	Fbxo8
ENSMUSG00000062098	2	138082300	138415028	+	protein_coding	Btbd3
ENSMUSG00000049336	11	35820157	37049466	-	protein_coding	Odz2
ENSMUSG00000026163	1	83250713	83404775	-	protein_coding	Sphkap
ENSMUSG00000031139	X	57309130	57432266	-	protein_coding	Mcf2
ENSMUSG00000046031	10	33845874	33847778	-	protein_coding	Fam26f
ENSMUSG00000106038	NA	NA	NA	NA	NA	NA
ENSMUSG00000026622	1	193645322	193656929	+	protein_coding	Nek2
ENSMUSG00000050368	2	74529146	74533163	+	protein_coding	Hoxd10
ENSMUSG00000068452	2	122104982	122124185	-	protein_coding	Duox2
ENSMUSG00000043549	X	91600391	91612116	-	protein_coding	4932442L08Rik
ENSMUSG00000073684	4	154623910	154630793	+	protein_coding	2610002J02Rik
ENSMUSG00000036181	13	23830675	23832235	+	protein_coding	Hist1h1c
ENSMUSG00000060090	X	19941606	19982779	+	protein_coding	Rp2h
ENSMUSG00000019971	10	99950922	100036289	+	protein_coding	Cep290
ENSMUSG00000038024	4	86394458	86496507	+	protein_coding	Dennd4c
ENSMUSG00000046876	13	45650261	46060345	-	protein_coding	Atxn1
ENSMUSG00000027488	2	154202048	154233835	-	protein_coding	Snta1
ENSMUSG00000028459	4	43459333	43467500	-	protein_coding	Cd72
ENSMUSG00000093384	NA	NA	NA	NA	NA	NA
ENSMUSG00000040136	7	53359892	53435403	-	protein_coding	Abcc8
ENSMUSG00000021998	14	75530907	75630649	+	protein_coding	Lcp1
ENSMUSG00000046080	6	129358879	129374780	+	protein_coding	Clec9a
ENSMUSG00000046958	7	30345533	30360497	+	protein_coding	4930432E11Rik
ENSMUSG00000064156	5	88746336	88757842	+	protein_coding	Prol1
ENSMUSG00000029275	5	108145673	108155056	-	processed_transcript	Gfi1
ENSMUSG00000041809	1	20941706	20980919	+	protein_coding	Efhc1
ENSMUSG00000059895	15	73553574	73589196	+	protein_coding	Ptp4a3
ENSMUSG00000026433	1	133763800	133769464	+	protein_coding	Rab7l1
ENSMUSG00000033102	13	64293852	64376281	-	protein_coding	Cdc14b
ENSMUSG00000029866	6	41636328	41654338	-	protein_coding	Kel
ENSMUSG00000026971	2	60436348	60560700	-	protein_coding	Itgb6
ENSMUSG00000079103	2	120919300	120935531	-	protein_coding	Tgm7
ENSMUSG00000051457	7	134275745	134281337	-	protein_coding	Spn
ENSMUSG00000000171	9	50404442	50411954	-	protein_coding	Sdhd
ENSMUSG00000021880	14	51748742	51750797	+	protein_coding	Rnase6
ENSMUSG00000020790	11	72503507	72585648	+	protein_coding	Ankfy1
ENSMUSG00000036777	9	22135657	22193650	-	protein_coding	Anln
ENSMUSG00000053898	7	29610235	29617266	+	protein_coding	Ech1
ENSMUSG00000029925	6	38825402	39034584	+	protein_coding	Tbxas1
ENSMUSG00000073889	4	41647020	41716347	+	protein_coding	Il11ra1
ENSMUSG00000038663	7	88678193	88711830	-	protein_coding	Fsd2
ENSMUSG00000040747	3	106561778	106593067	-	protein_coding	Cd53
ENSMUSG00000062038	5	13121306	13121782	-	protein_coding	Gm10108
ENSMUSG00000030688	7	108465599	108495140	+	protein_coding	Stard10
ENSMUSG00000035585	7	3644976	3652625	+	protein_coding	Tsen34
ENSMUSG00000028057	3	88520759	88534971	+	protein_coding	Rit1
ENSMUSG00000062284	16	45205212	45205614	+	pseudogene	Gm6030
ENSMUSG00000032556	9	103327249	103382658	-	protein_coding	Bfsp2
ENSMUSG00000021708	13	92020004	92901611	-	protein_coding	Rasgrf2
ENSMUSG00000045802	X	93501516	93651633	-	protein_coding	Hsf3
ENSMUSG00000022620	15	89302906	89307856	-	protein_coding	Arsa
ENSMUSG00000046971	2	120125692	120139901	-	protein_coding	Pla2g4f
ENSMUSG00000042499	2	74517448	74525798	+	protein_coding	Hoxd11
ENSMUSG00000004151	12	39505966	39594802	+	protein_coding	Etv1
ENSMUSG00000108314	NA	NA	NA	NA	NA	NA
ENSMUSG00000091007	12	37107828	37108768	-	protein_coding	D630036H23Rik
ENSMUSG00000029516	5	116295286	116458956	+	protein_coding	Cit
ENSMUSG00000025515	7	148876267	148940595	+	protein_coding	Muc2
ENSMUSG00000001166	5	121250101	121262523	-	protein_coding	Oas1c
ENSMUSG00000038034	1	174191771	174249972	+	protein_coding	Igsf8
ENSMUSG00000000552	15	103144318	103170517	-	protein_coding	Zfp385a
ENSMUSG00000081244	2	33507908	33508318	-	pseudogene	Gm13529
ENSMUSG00000069255	13	30751867	30803100	+	protein_coding	Dusp22
ENSMUSG00000022003	14	76161805	76186844	-	protein_coding	Slc25a30
ENSMUSG00000022504	16	10480236	10527657	+	protein_coding	Ciita
ENSMUSG00000028211	4	11083577	11101526	+	protein_coding	Trp53inp1
ENSMUSG00000082865	X	75661536	75662632	+	pseudogene	Gm14745
ENSMUSG00000001285	15	102162139	102168570	+	protein_coding	Myg1
ENSMUSG00000024091	17	65929395	65962895	-	protein_coding	Vapa
ENSMUSG00000027230	2	91822484	91864659	-	protein_coding	Creb3l1
ENSMUSG00000001444	11	96959384	96976645	-	protein_coding	Tbx21
ENSMUSG00000054434	5	123518423	123567758	+	protein_coding	Tmem120b
ENSMUSG00000074506	3	87011462	87011927	-	pseudogene	Gm10705
ENSMUSG00000031697	8	87823530	87832177	+	protein_coding	Orc6
ENSMUSG00000040712	11	70482964	70501607	-	protein_coding	Camta2
ENSMUSG00000031907	8	108939238	108949628	+	protein_coding	Zfp90
ENSMUSG00000053600	17	33102758	33116178	+	protein_coding	Zfp472
ENSMUSG00000037621	6	72156170	72185571	-	protein_coding	Atoh8
ENSMUSG00000020401	11	46210060	46221484	+	protein_coding	Fam71b
ENSMUSG00000090963	5	110475250	110475505	-	protein_coding	Gm17655
ENSMUSG00000081052	16	11190346	11191358	-	pseudogene	Gm6305
ENSMUSG00000096553	NA	NA	NA	NA	NA	NA
ENSMUSG00000002603	7	26472020	26490096	+	protein_coding	Tgfb1
ENSMUSG00000028654	4	122672894	122679728	+	protein_coding	Mycl1
ENSMUSG00000083700	5	93624823	93625205	+	pseudogene	Gm2986
ENSMUSG00000028560	4	98590500	98602234	+	protein_coding	Usp1
ENSMUSG00000087204	6	145336115	145350699	+	processed_transcript	1700073E17Rik
ENSMUSG00000081492	17	73539597	73541025	-	pseudogene	Gm9311
ENSMUSG00000035337	9	64083007	64084169	+	protein_coding	Uchl4
ENSMUSG00000032572	9	105891784	105999114	-	protein_coding	Col6a4
ENSMUSG00000026087	1	37947321	37955380	+	protein_coding	Mrpl30
ENSMUSG00000110195	NA	NA	NA	NA	NA	NA
ENSMUSG00000059857	3	109582957	109938426	-	protein_coding	Ntng1
ENSMUSG00000019564	10	79389787	79417763	+	protein_coding	Arid3a
ENSMUSG00000034634	15	74592485	74593997	-	protein_coding	Ly6d
ENSMUSG00000041797	11	109962062	110029510	-	protein_coding	Abca9
ENSMUSG00000030589	7	29919872	29938980	+	protein_coding	Rasgrp4
ENSMUSG00000040007	2	118726112	118750264	+	protein_coding	Bahd1
ENSMUSG00000038521	6	124480362	124586998	-	protein_coding	C1s
ENSMUSG00000011148	12	113858257	113879565	+	protein_coding	Adssl1
ENSMUSG00000059149	1	133919382	133964639	-	protein_coding	Mfsd4
ENSMUSG00000009863	4	140517117	140535108	+	protein_coding	Sdhb
ENSMUSG00000075031	13	23838602	23839071	+	protein_coding	Hist1h2bb
ENSMUSG00000027022	2	67284058	67364671	+	protein_coding	Xirp2
ENSMUSG00000006736	10	126504372	126507317	-	protein_coding	Tspan31
ENSMUSG00000028573	4	95224197	95593630	+	protein_coding	Fggy
ENSMUSG00000005621	7	88138597	88190050	+	protein_coding	Zfp592
ENSMUSG00000052415	3	93246251	93252999	+	protein_coding	Tchh
ENSMUSG00000079415	19	12838149	12840122	-	protein_coding	Cntf
ENSMUSG00000045404	12	101202708	101300892	+	protein_coding	Kcnk13
ENSMUSG00000032254	9	61765086	61794606	-	protein_coding	Kif23
ENSMUSG00000024588	18	64616203	64648720	-	protein_coding	Fech
ENSMUSG00000002409	7	28964487	28972313	+	protein_coding	Dyrk1b
ENSMUSG00000055333	11	55064110	55150066	-	protein_coding	Fat2
ENSMUSG00000039782	5	43624701	43680963	+	protein_coding	Cpeb2
ENSMUSG00000036896	4	136445718	136448980	-	protein_coding	C1qc
ENSMUSG00000031258	X	130683581	130696615	-	protein_coding	Xkrx
ENSMUSG00000069516	10	116714389	116719377	-	protein_coding	Lyz2
ENSMUSG00000021556	13	59736356	59777145	-	protein_coding	Golm1
ENSMUSG00000027995	3	83640194	83645689	-	protein_coding	Tlr2
ENSMUSG00000067147	X	163292133	163292985	+	pseudogene	Rpl7a-ps11
ENSMUSG00000031799	8	74658873	74677041	+	protein_coding	Tpm4
ENSMUSG00000026413	1	137767971	137815784	-	protein_coding	Pkp1
ENSMUSG00000061740	15	82200957	82210690	-	protein_coding	Cyp2d22
ENSMUSG00000032231	9	69301426	69339602	+	protein_coding	Anxa2
ENSMUSG00000034601	12	72237834	72344290	+	protein_coding	2700049A03Rik
ENSMUSG00000020481	11	5469686	5589340	+	protein_coding	Ankrd36
ENSMUSG00000045065	11	109275230	109281719	+	protein_coding	9930022D16Rik
ENSMUSG00000030144	6	123212124	123225286	+	protein_coding	Clec4d
ENSMUSG00000037386	15	39029877	39513486	+	protein_coding	Rims2
ENSMUSG00000030159	6	129347314	129359353	+	protein_coding	Clec1b
ENSMUSG00000041945	1	40828882	40847532	-	protein_coding	Mfsd9
ENSMUSG00000026987	2	59737419	60047896	-	protein_coding	Baz2b
ENSMUSG00000032224	9	69937116	69990367	-	protein_coding	Fam81a
ENSMUSG00000076523	6	68387461	68387919	+	IG_V_gene	Igkv15-103
ENSMUSG00000100880	NA	NA	NA	NA	NA	NA
ENSMUSG00000024112	17	25511229	25570728	-	protein_coding	Cacna1h
ENSMUSG00000046341	4	69586234	69587205	-	pseudogene	Gm11223
ENSMUSG00000014361	2	128524691	128628630	+	protein_coding	Mertk
ENSMUSG00000075046	10	57692726	57694761	-	protein_coding	Gm10807
ENSMUSG00000003153	6	122677826	122751658	-	protein_coding	Slc2a3
ENSMUSG00000039438	9	44607482	44611034	-	protein_coding	Ttc36
ENSMUSG00000031700	8	88016474	88051459	+	protein_coding	Gpt2
ENSMUSG00000040048	17	24859004	24861423	-	protein_coding	Ndufb10
ENSMUSG00000021591	13	75977315	75987599	+	protein_coding	Glrx
